b1,b3,b4,b5,b9a,b9b,b10a,b14a,b14b,b14c,b14d,b14e,b14f,b15,b16,b17,b18,b19,b20,b23,b24,b29,b30,b49,b50,b52a,b52b,b52c,b52d
207,4,5,122,2,,1,2,2,2,2,2,1,1,34,1,1,2,3,6,2,1,1,1,2,1,0,6,0
202,4,5,124,2,,31,2,2,2,2,2,2,1,53,1,1,2,3,100,3,1,1,1,2,1,1,7,1
207,4,5,128,2,,12,2,2,1,2,2,1,1,30,1,1,2,3,100,100,4,1,1,2,5,1,11,2
204,4,5,129,2,,7,2,2,2,2,2,2,1,24,1,1,1,3,5,100,5,3,1,2,1,2,5,1
201,4,5,130,5,130,,,,,,,,,,,,,,,,,,,,,,,
205,4,5,133,2,,31,2,2,2,2,2,2,1,25,2,1,2,3,1,100,3,2,0.3,2,1,1,5,1
205,4,5,137,2,,31,2,2,2,2,2,2,1,26,1,2,2,1,100,100,4,4,2,2,1,0,15,0
203,4,5,139,2,,31,2,2,2,2,2,2,1,30,2,1,2,1,4,2,1,1,1,1,0,2,1,0
207,4,5,140,2,,7,2,2,2,2,2,2,1,36,1,1,1,3,888,,4,888,1,2,1,1,4,3
202,4,5,141,2,,1,2,2,2,2,2,2,1,26,2,1,2,3,100,3,1,1,0.5,2,1,1,6,0
203,4,5,145,2,,1,2,2,2,2,2,2,1,20,1,1,2,3,4,5,2,1,,2,2,2,3,0
201,4,5,146,5,150,,,,,,,,,,,,,,,,,,,,,,,
204,4,5,147,2,,1,2,2,1,2,2,2,1,48,1,1,1,3,6,2,1,1,1,2,1,1,0,0
201,4,5,149,5,152,,,,,,,,,,,,,,,,,,,,,,,
201,4,5,150,2,,7,2,2,1,2,2,2,1,28,1,1,2,3,6,3,1,1,1,2,2,0,1,0
201,4,5,151,5,109,,,,,,,,,,,,,,,,,,,,,,,
203,4,5,152,2,,1,2,2,2,2,2,2,1,45,1,1,2,2,6,4,3,2,1,2,4,2,3,0
207,4,5,154,2,,1,2,2,1,2,2,2,1,35,1,1,1,3,6,3,4,2,1,2,1,3,2,4
205,4,5,155,2,,1,2,2,2,2,2,2,1,43,2,1,1,1,100,3,2,888,5,1,0,1,0,1
204,4,5,158,2,,1,2,2,2,2,2,2,1,38,1,1,2,3,5,2,2,1,1,2,1,0,2,0
202,4,5,160,5,158,,,,,,,,,,,,,,,,,,,,,,,
202,4,5,172,2,,31,2,2,2,2,2,2,1,31,2,1,1,3,888,,1,1,0.02,3,0,1,3,0
204,4,5,173,5,158,,,,,,,,,,,,,,,,,,,,,,,
205,4,5,177,2,,20,2,2,2,2,2,2,1,39,2,1,2,3,100,1,2,1,0.3,1,1,2,6,3
204,4,5,178,2,,23,2,2,2,2,2,2,1,56,2,1,1,888,5,1,3,1,2,2,0,0,0,0
205,4,5,180,2,,1,2,2,1,2,2,2,1,24,2,1,1,3,100,3,2,2,24,2,1,5,1,0
202,4,5,183,4,,31,,,,,,,,,,,,,,,,,,,,,,
267,1,7,5,2,,7,2,2,1,2,2,2,1,22,2,1,2,1,5,4,6,5,,2,2,4,4,3
263,1,7,7,3,,1,,,,,,,,,,,,,,,,,,,,,,
266,1,7,8,4,,7,,,,,,,,,,,,,,,,,,,,,,
263,1,7,30,2,,1,2,2,2,2,2,2,1,31,1,1,1,2,6,3,1,1,1,2,1,1,3,2
262,1,7,35,2,,1,2,2,1,2,2,2,1,26,1,1,1,3,5,4,2,1,0.02,3,1,1,1,0
39,1,7,39,3,,7,,,,,,,,,,,,,,,,,,,,,,
264,1,7,44,2,,1,2,2,2,2,2,2,1,22,2,2,5,2,4,3,2,2,3,1,3,2,4,1
265,1,7,47,2,,1,2,2,2,2,2,2,1,31,2,1,2,3,5,3,3,1,1,2,0,3,2,0
262,1,7,53,2,,7,2,2,2,2,2,2,1,28,2,1,3,3,2,1,1,1,0.03,2,0,2,0,0
263,1,7,54,2,,8,2,2,1,2,2,2,1,34,1,1,2,3,5,3,3,2,1,2,6,0,15,220
263,1,7,59,2,,1,2,2,1,2,2,2,1,23,2,1,1,1,6,3,1,1,1,2,0,3,0,0
266,1,7,60,2,,1,2,2,1,2,2,2,1,30,2,1,2,1,6,4,2,2,1,2,0,2,1,0
265,1,7,64,2,,7,2,2,1,2,2,2,1,30,2,1,2,1,5,3,1,1,1,2,0,1,0,0
264,1,7,65,2,,7,2,2,1,2,2,1,1,30,1,1,2,3,6,2,2,2,100,2,2,4,8,0
262,1,7,73,2,,7,2,2,2,2,2,2,1,26,1,1,1,3,6,1,2,1,0.01,3,3,2,1,2
266,1,7,75,2,,7,2,2,2,2,2,2,1,38,1,1,2,3,7,4,1,1,1,2,1,0,0,0
268,1,7,76,2,,7,2,2,2,2,2,2,1,27,1,1,2,2,6,4,2,2,1,2,2,3,5,10
262,1,7,79,2,,1,2,2,1,2,2,2,1,43,2,1,2,3,6,3,1,1,0.002,2,1,1,2,0
267,1,7,81,2,,7,2,2,1,2,2,2,1,36,2,1,2,3,6,2,1,1,1,2,1,2,1,2
267,1,7,83,2,,7,2,2,1,2,2,2,1,21,2,1,2,3,6,3,1,1,,2,1,2,1,1
261,1,7,88,5,11,,,,,,,,,,,,,,,,,,,,,,,
261,1,7,93,2,,14,2,1,2,2,2,2,1,29,1,1,2,3,7,2,5,3,,2,10,0,13,0
268,1,7,94,2,,1,2,2,2,2,2,2,1,26,2,1,1,3,6,2,1,1,1,2,2,5,2,1
261,1,7,95,2,,1,2,2,2,2,2,2,1,31,1,1,2,3,6,2,3,1,1,2,1,0,0,0
263,1,7,96,2,,8,2,2,2,2,2,2,1,26,2,2,2,3,6,4,2,3,,2,0,3,12,14
261,1,7,97,2,,1,2,2,2,2,2,2,1,28,2,1,2,3,5,3,2,1,1,2,0,1,4,0
266,1,7,98,4,,1,,,,,,,,,,,,,,,,,,,,,,
266,1,7,100,2,,7,2,2,2,1,2,2,1,42,2,1,2,3,3,4,1,1,1,2,0,1,0,0
268,1,7,101,2,,7,2,2,2,2,2,2,1,35,2,1,1,2,100,3,1,1,,2,0,1,0,1
268,1,7,105,2,,1,2,2,2,2,2,2,1,27,2,1,1,1,6,2,4,4,1,2,3,4,3,4
266,1,7,111,2,,1,2,2,1,2,2,2,1,20,2,1,2,3,6,4,1,1,1,2,0,2,0,0
265,1,7,116,2,,7,2,2,1,2,2,2,1,22,1,1,2,2,6,2,1,1,1,2,3,2,0,1
264,1,7,120,4,,1,,,,,,,,,,,,,,,,,,,,,,
264,1,7,124,2,,1,2,2,2,2,2,2,1,34,1,1,2,2,2,2,2,2,2,2,1,1,1,0
265,1,7,128,1,,,,,,,,,,,,,,,,,,,,,,,,
262,1,7,132,2,,31,2,2,2,2,2,2,1,28,1,1,2,3,100,100,3,5,0.03,2,3,4,8,11
264,1,7,135,4,,1,,,,,,,,,,,,,,,,,,,,,,
261,1,7,136,2,,31,2,2,2,2,2,2,1,40,1,1,1,1,5,1,2,1,,2,1,0,0,0
285,3,7,1,2,,7,2,2,2,2,2,2,1,42,1,1,2,3,3,3,1,1,1,2,2,1,2,3
287,3,7,2,5,52,,,,,,,,,,,,,,,,,,,,,,,
284,3,7,6,2,,7,2,2,2,2,2,2,1,30,1,1,1,2,5,2,2,2,0,2,2,3,2,3
281,3,7,9,2,,,,,,,,,2,,,,,,,,,,,,,,,
284,3,7,11,2,,7,2,2,2,2,2,2,1,40,2,1,2,3,6,5,2,2,0,2,1,6,4,3
283,3,7,15,2,,7,2,1,1,2,2,2,1,28,1,1,2,1,6,1,3,1,1,2,11,15,3,4
283,3,7,16,2,,7,2,2,2,2,2,2,1,30,2,2,1,3,4,2,1,1,1,1,1,1,1,1
288,3,7,17,2,,7,2,2,1,2,2,2,1,25,2,1,1,1,6,3,2,1,,2,0,1,1,4
282,3,7,18,2,,16,2,2,2,2,2,2,1,35,2,1,2,1,5,3,1,1,1,1,1,1,0,0
288,3,7,19,2,,7,2,2,2,2,2,2,1,33,2,1,1,1,888,,1,1,2,2,0,2,0,0
282,3,7,20,1,,,,,,,,,,,,,,,,,,,,,,,,
282,3,7,21,2,,7,2,2,2,2,2,2,1,35,2,1,2,3,3,4,1,1,1,2,0,2,0,3
283,3,7,22,2,,1,2,2,2,2,2,2,1,38,2,1,1,3,6,4,1,1,1,2,1,1,1,1
281,3,7,23,2,,7,2,2,1,2,2,2,1,32,1,1,2,3,6,3,1,1,1,2,1,2,3,1
286,3,7,24,2,,7,2,2,2,2,2,2,1,20,2,1,2,1,7,1,2,2,,2,1,1,0,0
283,3,7,25,2,,7,2,2,1,2,2,1,1,30,1,1,1,1,6,3,3,4,1,2,15,15,3,3
283,3,7,26,2,,7,2,1,1,2,2,2,1,36,1,1,2,3,7,4,3,1,1,2,8,6,3,2
282,3,7,27,1,,,,,,,,,,,,,,,,,,,,,,,,
281,3,7,28,1,,,,,,,,,,,,,,,,,,,,,,,,
287,3,7,29,1,,,,,,,,,,,,,,,,,,,,,,,,
283,3,7,31,2,,1,2,2,1,2,2,2,1,48,1,1,2,3,6,4,1,1,1,3,1,3,1,1
288,3,7,32,2,,7,2,2,2,2,2,2,1,64,2,1,1,3,6,2,1,1,,2,0,1,0,0
287,3,7,38,2,,1,2,2,2,2,2,2,1,28,1,1,1,2,6,4,4,1,,2,1,3,1,0
281,3,7,42,2,,7,2,2,2,2,2,2,1,31,1,1,2,3,6,2,1,1,1,2,2,1,0,0
287,3,7,45,2,,7,2,2,1,2,2,2,1,25,2,1,1,3,7,4,2,1,1,2,0,1,0,1
286,3,7,46,2,,1,2,2,2,2,2,2,1,29,2,1,2,1,1,1,2,3,,2,0,3,0,0
287,3,7,48,2,,1,2,2,2,2,2,2,1,27,2,1,1,2,6,100,4,1,1,2,0,411,0,1
284,3,7,50,2,,1,2,2,2,2,2,2,1,20,2,1,1,2,2,3,1,1,0,2,0,1,0,0
287,3,7,51,2,,1,2,2,1,2,2,2,1,23,1,1,1,3,6,3,4,1,,2,3,6,1,0
281,3,7,52,2,,7,2,2,2,2,2,2,1,35,1,1,1,3,6,3,1,1,1,2,1,1,0,0
287,3,7,55,2,,7,2,2,2,2,2,2,1,28,2,1,1,3,6,3,2,1,,2,1,4,0,2
282,3,7,56,2,,1,2,2,2,2,2,2,1,42,2,1,2,3,6,2,2,2,,2,2,2,1,1
282,3,7,57,2,,7,2,2,2,2,2,2,1,42,2,1,2,3,5,2,1,1,1,2,1,1,3,3
283,3,7,62,2,,31,1,1,2,2,2,2,1,40,1,1,2,3,5,2,8,4,15,1,6,3,1,2
285,3,7,66,2,,7,2,2,2,2,2,2,1,32,2,1,2,3,6,1,2,2,1,2,0,1,2,3
288,3,7,69,2,,7,2,2,2,2,2,2,1,32,2,1,2,3,6,1,1,1,,2,0,0,0,2
288,3,7,70,2,,7,2,2,1,2,2,2,1,22,1,1,2,3,6,4,1,1,,2,1,0,0,0
281,3,7,71,2,,7,2,2,2,2,2,2,1,45,2,1,1,3,6,3,1,1,1,2,0,1,1,0
281,3,7,72,2,,7,2,2,2,2,2,2,1,41,2,1,2,3,7,3,1,1,1,2,1,1,0,1
284,3,7,74,2,,1,2,2,2,2,2,2,1,38,2,1,1,3,6,2,1,2,0,2,1,2,0,0
287,3,7,80,2,,7,2,2,2,2,2,2,1,26,2,1,1,3,100,100,2,2,,2,3,5,2,0
288,3,7,86,1,,,,,,,,,,,,,,,,,,,,,,,,
286,3,7,89,2,,1,2,2,1,2,2,2,1,40,2,1,2,3,6,2,2,3,,2,0,2,1,0
281,3,7,90,2,,7,2,2,2,2,2,2,1,33,2,1,2,3,6,3,3,2,1,2,0,3,3,2
286,3,7,91,5,16,,,,,,,,,,,,,,,,,,,,,,,
285,3,7,92,2,,7,2,2,2,2,2,2,1,50,1,1,2,3,6,3,1,1,2,2,1,2,4,0
282,3,7,102,3,,1,,,,,,,,,,,,,,,,,,,,,,
286,3,7,103,3,,1,,,,,,,,,,,,,,,,,,,,,,
286,3,7,104,2,,1,2,2,2,2,2,2,1,20,2,1,2,1,6,1,1,2,888,2,0,1,1,1
282,3,7,108,2,,2,2,2,2,2,2,2,1,28,1,1,4,888,5,1,1,1,1,2,4,3,2,3
283,3,7,112,2,,1,2,2,2,2,2,2,1,47,2,1,1,3,6,3,1,1,1,2,1,1,1,1
286,3,7,113,2,,7,2,2,2,2,2,2,1,26,1,1,2,3,6,1,1,1,2,2,1,1,1,1
286,3,7,114,2,,1,2,1,1,2,2,2,1,28,1,1,4,888,2,1,2,2,,2,4,3,2,3
284,3,7,117,5,102,,,,,,,,,,,,,,,,,,,,,,,
285,3,7,118,2,,17,2,2,2,2,2,2,1,30,1,1,2,3,6,2,1,1,,2,2,3,2,1
285,3,7,119,1,,,,,,,,,,,,,,,,,,,,,,,,
288,3,7,122,2,,1,2,2,2,2,2,2,1,18,2,1,2,3,6,1,3,1,,2,0,2,0,3
284,3,7,126,2,,7,2,2,2,2,2,2,1,26,2,1,2,3,5,4,2,2,,2,1,2,1,1
284,3,7,130,1,,,,,,,,,,,,,,,,,,,,,,,,
285,3,7,140,2,,7,2,2,2,2,2,2,1,25,2,1,1,3,7,4,1,1,,2,1,6,0,0
285,3,7,144,2,,7,2,2,2,2,2,2,1,45,2,1,2,3,6,2,1,1,1,2,1,0,0,0
285,3,7,145,2,,7,2,2,2,2,2,2,1,39,2,1,2,3,2,3,1,1,1,2,1,4,1,1
344,1,9,12,2,,7,2,2,1,2,2,2,1,55,1,1,2,3,5,3,1,1,1,2,1,0,0,0
344,1,9,13,3,,1,,,,,,,,,,,,,,,,,,,,,,
14,1,9,14,2,,1,2,2,1,2,2,2,1,34,2,1,2,2,100,3,6,3,1,2,0,11,3,1
344,1,9,19,4,,1,,,,,,,,,,,,,,,,,,,,,,
344,1,9,20,2,,1,2,2,1,2,2,2,1,27,1,1,2,1,6,100,1,1,1,2,1,5,0,0
344,1,9,21,3,,7,,,,,,,,,,,,,,,,,,,,,,
345,1,9,26,3,,7,,,,,,,,,,,,,,,,,,,,,,
345,1,9,28,2,,7,2,2,2,2,2,2,1,39,1,1,2,2,6,3,1,1,1.5,2,2,1,0,0
345,1,9,30,1,,,,,,,,,,,,,,,,,,,,,,,,
345,1,9,35,2,,7,2,2,2,2,2,2,1,20,1,1,2,1,4,3,1,1,1,2,5,1,4,0
345,1,9,37,5,53,,,,,,,,,,,,,,,,,,,,,,,
345,1,9,41,2,,24,2,2,2,2,2,2,1,38,2,1,2,3,6,1,3,4,,2,12,5,2,1
362,1,9,46,5,41,,,,,,,,,,,,,,,,,,,,,,,
431,1,9,52,2,,7,2,2,2,2,2,2,1,24,1,1,2,1,5,3,1,1,1,2,1,2,4,1
348,1,9,53,2,,7,2,2,1,2,2,2,1,35,1,1,3,3,2,4,2,1,1,2,4,4,0,0
348,1,9,55,2,,7,2,2,2,2,2,2,1,21,1,1,2,3,1,5,1,1,1,2,1,1,0,0
348,1,9,57,2,,1,2,2,1,2,2,2,1,21,2,1,4,2,5,5,5,3,1,2,0,6,0,0
363,1,9,59,2,,1,2,1,1,2,2,2,1,21,2,1,2,3,6,4,3,2,1,1,1,0,1,6
348,1,9,62,3,,1,,,,,,,,,,,,,,,,,,,,,,
431,1,9,63,2,,1,2,2,2,2,2,2,1,28,1,1,2,3,6,5,4,1,1,2,2,4,0,0
431,1,9,64,2,,12,2,2,2,2,2,2,1,26,1,1,2,1,3,4,2,1,1,2,10,0,0,0
431,1,9,65,2,,7,2,2,2,2,2,2,1,24,2,1,3,3,7,3,2,1,1,2,2,4,2,0
431,1,9,69,2,,7,2,2,1,2,2,2,1,35,2,1,2,3,5,4,4,4,1,2,15,15,8,5
431,1,9,74,2,,11,2,2,2,2,2,2,1,49,2,1,1,1,3,1,1,1,1,2,1,0,0,0
431,1,9,78,2,,5,2,2,2,2,2,2,1,38,1,1,6,2,2,3,3,1,1,2,0,0,0,0
346,1,9,85,2,,2,2,2,1,2,2,2,1,32,1,1,1,1,6,5,5,5,1,2,3,1,0,2
436,1,9,88,2,,1,2,2,2,2,2,2,1,29,2,1,3,3,5,4,1,1,500,2,1,2,5,1
346,1,9,89,2,,1,2,2,2,2,2,2,1,31,2,1,1,1,888,,1,1,500,2,0,1,0,0
342,1,9,91,1,,,,,,,,,,,,,,,,,,,,,,,,
361,3,9,1,2,,1,2,2,2,2,2,2,1,26,2,1,2,3,5,4,4,5,888,2,0,3,0,1
367,3,9,2,2,,1,2,2,2,2,2,2,1,33,2,1,2,3,5,4,5,6,888,1,3,6,1,0
361,3,9,3,2,,7,2,2,2,2,2,2,1,40,1,1,2,3,5,3,3,3,888,2,2,5,1,0
361,3,9,4,2,,31,2,2,2,2,2,2,1,45,2,1,2,3,5,3,2,2,888,1,1,5,1,1
361,3,9,5,2,,7,2,2,2,2,2,2,1,25,1,1,2,3,4,3,2,2,888,2,1,2,1,0
367,3,9,6,2,,7,2,2,2,2,2,2,1,35,2,1,2,3,5,5,2,2,888,2,0,2,0,1
367,3,9,7,2,,7,2,2,2,2,2,2,1,24,2,1,2,3,6,4,3,4,888,2,0,6,1,1
367,3,9,8,2,,1,2,1,1,2,2,2,1,30,1,1,2,3,5,4,3,4,888,2,1,4,2,0
367,3,9,9,2,,20,2,2,2,2,2,2,1,24,2,1,2,3,4,1,2,2,,1,3,6,1,1
367,3,9,10,2,,1,2,2,2,2,2,2,1,26,2,1,2,3,5,3,2,3,888,1,2,3,1,1
368,3,9,11,2,,1,2,2,1,2,2,2,1,30,2,1,2,2,3,1,2,1,0,2,1,2,10,0
368,3,9,15,2,,1,2,1,1,2,2,2,1,30,2,1,4,3,6,4,4,1,0,2,3,7,10,3
368,3,9,16,2,,31,2,1,2,2,2,2,1,26,1,1,3,888,5,3,2,2,1,2,15,0,6,8
368,3,9,17,2,,1,2,2,1,2,2,2,1,46,1,1,2,888,888,,1,1,0,2,0,1,0,0
368,3,9,18,1,,,,,,,,,,,,,,,,,,,,,,,,
369,3,9,22,2,,7,2,2,2,2,2,2,1,52,2,1,2,3,7,2,1,1,0,2,1,3,0,2
369,3,9,23,2,,7,2,2,2,2,2,2,1,23,2,1,2,888,4,100,4,2,0,2,4,4,5,1
369,3,9,24,1,,,,,,,,,,,,,,,,,,,,,,,,
369,3,9,25,2,,7,2,2,2,2,2,2,1,30,1,1,2,3,7,1,2,1,1,2,4,5,3,1
369,3,9,27,2,,16,2,2,2,2,2,2,1,45,1,1,4,888,888,,1,1,0,2,1,1,0,0
366,3,9,29,2,,7,2,2,2,2,2,2,1,36,2,1,2,3,5,3,2,2,888,3,2,2,18,20
366,3,9,31,2,,1,2,2,2,2,2,2,1,28,2,1,2,3,5,3,1,1,,2,0,1,6,3
366,3,9,32,2,,7,2,1,1,2,2,2,1,25,1,1,2,3,4,3,2,1,888,3,3,4,20,5
366,3,9,33,2,,1,2,2,2,2,2,2,1,26,2,1,2,3,6,3,1,1,,2,0,1,5,10
364,3,9,34,2,,1,1,2,1,2,2,2,1,60,1,1,2,3,1,3,3,3,888,2,1,0,3,2
365,3,9,36,2,,1,2,2,2,2,2,2,1,50,2,1,2,3,100,888,,,1,3,1,1,5,4
365,3,9,38,2,,2,2,2,2,2,2,2,1,41,2,1,2,3,6,3,2,2,888,3,0,3,20,15
365,3,9,39,2,,2,2,1,1,2,2,2,1,37,1,1,2,3,6,4,2,1,888,3,2,4,20,8
365,3,9,40,2,,7,2,2,2,2,2,2,1,37,2,1,2,3,4,3,2,2,888,3,2,6,12,5
365,3,9,42,2,,1,2,2,1,2,2,2,1,42,2,1,2,3,5,3,4,3,888,2,0,4,50,25
362,3,9,43,2,,1,2,2,2,2,2,2,1,25,2,1,2,3,5,4,3,2,23,1,0,3,25,37
362,3,9,44,2,,7,2,2,2,2,2,2,1,22,1,1,1,3,7,4,1,1,8,2,2,1,25,17
362,3,9,45,2,,7,2,1,1,2,2,2,1,27,1,1,2,3,1,4,1,1,5,2,2,2,11,8
362,3,9,47,2,,1,2,2,2,2,2,2,1,35,2,1,2,2,6,4,4,3,3,2,2,5,6,0
348,3,9,48,2,,2,2,2,1,2,2,1,1,30,1,1,2,1,5,3,5,1,1,2,4,4,20,4
370,3,9,49,2,,1,2,2,2,2,2,2,1,40,2,1,1,2,7,2,1,1,11,1,1,1,24,28
370,3,9,50,2,,1,2,2,2,2,2,2,1,32,2,1,2,3,4,1,3,2,20,1,0,3,37,48
370,3,9,51,2,,1,2,2,2,2,2,2,1,38,2,1,2,3,1,2,3,2,16,1,1,3,120,83
370,3,9,54,2,,1,2,2,2,2,2,2,1,45,2,1,2,3,1,1,3,1,15,1,2,5,32,16
370,3,9,56,2,,1,2,2,2,2,2,2,1,46,2,1,2,3,6,4,4,3,4,1,2,5,45,35
363,3,9,58,3,,1,,,,,,,,,,,,,,,,,,,,,,
363,3,9,60,2,,1,2,2,1,2,2,2,1,45,2,1,2,3,3,4,2,2,0,1,0,1,0,8
363,3,9,61,2,,7,2,2,2,2,2,2,1,23,1,1,2,3,3,4,1,1,1,1,2,6,2,6
363,3,9,66,7,,,,,,,,,,,,,,,,,,,,,,,,
364,3,9,67,2,,1,2,2,1,2,2,2,1,32,1,1,2,3,6,4,2,2,5,1,1,2,1,2
364,3,9,68,2,,7,2,2,1,2,2,2,1,26,1,1,2,2,4,4,1,1,888,2,4,2,4,2
364,3,9,70,2,,7,1,1,1,1,1,1,1,21,1,1,2,3,1,5,1,1,1,1,2,1,2,1
364,3,9,71,2,,1,2,2,2,2,2,2,1,34,1,1,2,3,5,3,1,1,1,1,1,0,1,0
366,3,9,72,5,72,,,,,,,,,,,,,,,,,,,,,,,
347,3,9,73,2,,8,2,2,2,2,2,2,1,22,2,1,2,3,5,4,1,1,1,2,0,0,3,7
347,3,9,75,2,,5,2,2,2,2,2,2,1,31,2,1,2,3,5,3,2,2,1,2,0,0,5,10
347,3,9,76,2,,7,2,2,2,2,2,2,1,36,2,1,2,2,6,3,1,1,1,2,0,3,14,3
347,3,9,77,2,,1,2,2,2,2,2,2,1,30,2,1,3,2,5,3,1,1,,2,0,2,8,1
347,3,9,79,2,,1,2,2,2,2,2,2,1,27,2,1,2,2,5,4,1,1,1,2,1,3,7,2
349,3,9,80,2,,7,2,2,2,2,2,2,1,27,1,1,2,2,5,4,2,1,1,2,4,8,1,0
349,3,9,81,2,,1,2,2,2,2,2,2,1,34,2,1,2,3,6,2,1,1,110,2,0,2,1,1
349,3,9,82,2,,7,2,2,2,2,2,2,1,25,1,1,2,2,5,3,1,1,110,2,0,2,1,0
349,3,9,83,2,,1,2,2,2,2,2,2,1,37,2,1,2,1,1,2,1,1,1,2,0,1,0,1
349,3,9,84,2,,7,2,2,2,2,2,2,1,45,1,1,2,3,4,3,3,1,1,2,1,0,1,0
342,3,9,86,2,,7,2,2,2,2,2,2,1,19,1,1,2,2,4,3,2,1,1,2,1,2,1,0
342,3,9,87,2,,1,2,2,1,2,2,2,1,39,2,1,2,3,7,3,2,2,1,2,0,1,0,0
342,3,9,90,2,,1,2,2,2,2,2,2,1,34,1,1,2,1,5,4,2,1,1,3,0,2,1,0
342,3,9,92,2,,7,2,2,2,2,2,2,1,45,2,1,2,3,6,3,1,1,1,2,1,2,1,1
342,3,9,93,2,,1,2,2,2,2,2,2,1,34,2,1,2,3,4,2,1,1,1,3,0,1,0,1
384,2,10,20,2,,20,2,2,2,2,2,2,1,23,2,1,1,3,3,1,1,1,0.04,3,3,2,1,0
383,2,10,21,2,,1,2,2,2,2,2,2,1,22,2,1,1,1,3,2,2,2,888,2,4,3,8,2
381,2,10,22,2,,1,2,2,2,2,2,2,1,43,2,1,2,2,100,3,1,1,1,2,0,1,2,0
381,2,10,23,2,,1,2,2,2,2,2,2,1,30,2,1,1,1,5,4,1,1,1,2,0,2,0,0
381,2,10,24,2,,7,2,2,2,2,2,2,1,28,1,1,1,1,100,4,1,1,1,2,2,0,0,0
383,2,10,25,5,73,,,,,,,,,,,,,,,,,,,,,,,
381,2,10,26,2,,7,2,2,2,2,2,2,1,18,1,1,1,1,100,4,1,1,1,2,1,0,0,0
384,2,10,27,2,,,,,,,,,,,,,,,,,,,,,,,,
383,2,10,28,2,,31,2,2,2,2,2,2,1,52,2,1,2,3,7,1,7,1,888,2,4,1,20,40
409,2,10,29,1,,,,,,,,,,,,,,,,,,,,,,,,
